Concept1,Concept2,Concept1_URI_withoutiid,Concept2_URI_withoutiid,internal_ID_for_concept1,internal_ID_for_concept2,Code_Concept1,Code_Concept2,Definition_Concept1,Definition_Concept2,concept1_mandatory_or_not,concept2_mandatory_or_not,Relation_URI,Concept_1_URL,Concept_2_URL
Histopathological diagnosis,schwannoma ICD-O-3-2 9560/0,Histopathological_diagnosis,schwannoma_ICD_O_3_2_9560_0,M_Meningioma_100,M_Meningioma_239,C164406,C3269,"The completed activity within the context of a given study that represents the results of a histopathology assessment. NCI 
The findings from a microscopic study of characteristic tissue abnormalities by employing various cytochemical and immunocytochemical stains. EXAMPLE(S): HER-2 positive primary breast cancer, adenocarcinoma of the colon OTHER NAME(S): NOTE(S):",A benign neoplasm of the peripheral nervous system composed of well-differentiated Schwann cells.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C164406,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C3269
Histopathological diagnosis,Metastatic tumor,Histopathological_diagnosis,Metastatic_tumor,M_Meningioma_100,M_Meningioma_240,C164406,C3261,"The completed activity within the context of a given study that represents the results of a histopathology assessment. NCI 
The findings from a microscopic study of characteristic tissue abnormalities by employing various cytochemical and immunocytochemical stains. EXAMPLE(S): HER-2 positive primary breast cancer, adenocarcinoma of the colon OTHER NAME(S): NOTE(S):","A tumor that has spread from its original (primary) site of growth to another site, close to or distant from the primary site. Metastasis is characteristic of advanced malignancies, but in rare instances can be seen in neoplasms lacking malignant morphology.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C164406,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C3261
Histopathological diagnosis,Fibrosarcoma/Sarcoma,Histopathological_diagnosis,Fibrosarcoma_Sarcoma,M_Meningioma_100,M_Meningioma_241,C164406,C3043,"The completed activity within the context of a given study that represents the results of a histopathology assessment. NCI 
The findings from a microscopic study of characteristic tissue abnormalities by employing various cytochemical and immunocytochemical stains. EXAMPLE(S): HER-2 positive primary breast cancer, adenocarcinoma of the colon OTHER NAME(S): NOTE(S):",A malignant mesenchymal fibroblastic neoplasm affecting the soft tissue and bone.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C164406,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C3043
BMI,19-25,BMI,19_25,M_Meningioma_101,M_Meningioma_242,WHO BMI Classification,,Body Mass Index is a person's weight in kilograms divided by the square of height in meters.,Range of Normal (Healthy weight) 25-30,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,
BMI,<19,BMI,lt_19,M_Meningioma_101,M_Meningioma_243,WHO BMI Classification,,Body Mass Index is a person's weight in kilograms divided by the square of height in meters.,Range of under weight <19,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,
BMI,>30,BMI,gt_30,M_Meningioma_101,M_Meningioma_244,WHO BMI Classification,,Body Mass Index is a person's weight in kilograms divided by the square of height in meters.,Range of over weight >30,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,
BMI,25-30,BMI,25_30,M_Meningioma_101,M_Meningioma_245,WHO BMI Classification,,Body Mass Index is a person's weight in kilograms divided by the square of height in meters.,Range of over weight 25-30,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,
parasagittal,right parasagittal,parasagittal,right_parasagittal,M_Meningioma_102,M_Meningioma_246,C4960,C25228 AND C4960,A meningioma that affects the superior sagittal sinus and invades the parasagittal angle.,Being or located on or directed toward the side of the body to the east when facing north. A meningioma that affects the superior sagittal sinus and invades the parasagittal angle.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C4960,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25228 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C4960
parasagittal,left parasagittal,parasagittal,left_parasagittal,M_Meningioma_102,M_Meningioma_247,C4960,C25229 AND C4960,A meningioma that affects the superior sagittal sinus and invades the parasagittal angle.,Being or located on or directed toward the side of the body to the west when facing north. A meningioma that affects the superior sagittal sinus and invades the parasagittal angle,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C4960,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25229 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C4960
margins,III defined,margins,III_defined,M_Meningioma_103,M_Meningioma_248,C137709,RID5709,Describes the morphologic appearance where a tumor meets the adjacent tissue.,"No clear demarcation of the entire margin or any portion of it from the surrounding tissue (historically, ""ill defined"").",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C137709,http://www.radlex.org/RID/RID5709
margins,well defined,margins,well_defined,M_Meningioma_103,M_Meningioma_249,C137709,C81187,Describes the morphologic appearance where a tumor meets the adjacent tissue.,Having a clean and distinct outline as if precisely cut along the edges.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C137709,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C81187
intraventricular,Fourth,intraventricular,Fourth,M_Meningioma_104,M_Meningioma_250,C13731,C54566,Located within a ventricle of the brain or heart.,Following the third position in an ordering or series; coming next after the third and just before the fifth in position.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C13731,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C54566
intraventricular,lateral intraventricular,intraventricular,lateral_intraventricular,M_Meningioma_104,M_Meningioma_251,C13731,C25230,Located within a ventricle of the brain or heart.,Situated at or extending to the side.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C13731,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25230
intraventricular,third,intraventricular,third,M_Meningioma_104,M_Meningioma_252,C13731,C25260,Located within a ventricle of the brain or heart.,Following the second position in an ordering or series; coming next after the second and just before the fourth in position.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C13731,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25260
Contrast Enhancement,hetrogeneous,Contrast_Enhancement,hetrogeneous,M_Meningioma_105,M_Meningioma_253,C199692,C28359,The phase of the contrast agent distribution within the body after its administration.,"Made up of elements or ingredients that are not alike. 
The quality or state of consisting of elements that are not of the same kind or nature.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C199692,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C28359
Contrast Enhancement,homogenous,Contrast_Enhancement,homogenous,M_Meningioma_105,M_Meningioma_254,C199692,C182329,The phase of the contrast agent distribution within the body after its administration.,Imaging shows a very uniform signal throughout the image.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C199692,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C182329
brightness,low,brightness,low,M_Meningioma_106,M_Meningioma_122,C70753,C54722 ,An indication of the relative light intensity of a source or object.,"A minimum level or position or degree; less than normal in degree, intensity or amount.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C70753,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C54722
brightness,moderate,brightness,moderate,M_Meningioma_106,M_Meningioma_123,C70753,C61376,An indication of the relative light intensity of a source or object.,"Middling or intermediate in degree, quality or extent.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C70753,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C61376
brightness,high,brightness,high,M_Meningioma_106,M_Meningioma_124,C70753,"	C25227",An indication of the relative light intensity of a source or object.,An elevated level or position or degree; greater than normal in degree or intensity or amount.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C70753,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25227
uniform illumination,low,uniform_illumination,low,M_Meningioma_107,M_Meningioma_122,,C54722,"Radiology uniform illumination refers to the even distribution of brightness or signal intensity across the imaging field of view in radiologic modalities (e.g., X-ray, CT, MRI). It ensures that differences in pixel intensity represent true tissue contrast rather than variations in the imaging systemâ€™s light, detector sensitivity, or RF field.","A minimum level or position or degree; less than normal in degree, intensity or amount.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C54722
uniform illumination,moderate,uniform_illumination,moderate,M_Meningioma_107,M_Meningioma_123,,C61376,"Radiology uniform illumination refers to the even distribution of brightness or signal intensity across the imaging field of view in radiologic modalities (e.g., X-ray, CT, MRI). It ensures that differences in pixel intensity represent true tissue contrast rather than variations in the imaging systemâ€™s light, detector sensitivity, or RF field.","Middling or intermediate in degree, quality or extent.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C61376
uniform illumination,high,uniform_illumination,high,M_Meningioma_107,M_Meningioma_124,,"	C25227","Radiology uniform illumination refers to the even distribution of brightness or signal intensity across the imaging field of view in radiologic modalities (e.g., X-ray, CT, MRI). It ensures that differences in pixel intensity represent true tissue contrast rather than variations in the imaging systemâ€™s light, detector sensitivity, or RF field.",An elevated level or position or degree; greater than normal in degree or intensity or amount.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25227
sharpness,low,sharpness,low,M_Meningioma_108,M_Meningioma_122,,C54722 ,"MRI sharpness refers to the clarity with which anatomical edges, boundaries, and fine structures are depicted in an MR image. It reflects the systemâ€™s ability to reproduce rapid changes in signal intensity without blurring, thereby preserving detail needed for accurate diagnosis.","A minimum level or position or degree; less than normal in degree, intensity or amount.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C54722
sharpness,moderate,sharpness,moderate,M_Meningioma_108,M_Meningioma_123,,C61376,"MRI sharpness refers to the clarity with which anatomical edges, boundaries, and fine structures are depicted in an MR image. It reflects the systemâ€™s ability to reproduce rapid changes in signal intensity without blurring, thereby preserving detail needed for accurate diagnosis.","Middling or intermediate in degree, quality or extent.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C61376
sharpness,high,sharpness,high,M_Meningioma_108,M_Meningioma_124,,"	C25227","MRI sharpness refers to the clarity with which anatomical edges, boundaries, and fine structures are depicted in an MR image. It reflects the systemâ€™s ability to reproduce rapid changes in signal intensity without blurring, thereby preserving detail needed for accurate diagnosis.",An elevated level or position or degree; greater than normal in degree or intensity or amount.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25227
